case_number,category_id,location_id,occurred_at,reported_at,description,mo_tags,status,priority,progress,assigned_officer_id,dataset_provenance,source_import_job_id,source_file,source_row_ref,id,created_at,updated_at
CR-2026-DET-132,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,1c7e41d2-86d7-41f1-8877-d22fd4eb2a6b,2025-02-08 02:10:00,2025-02-08 06:00:00,"Smuggling & Excise Violations reported at Dharwad Market Yard, Dharwad","fake customer care portal, OTP interception, remote access app",investigating,low,85,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,demo,,,,bfa69473-c007-460c-9cfe-7ea32bfadfed,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-231,019ae936-623e-4279-8981-d5b369e400f3,595f8b31-6c92-4d7b-868e-311497cbda34,2025-12-03 21:45:00,2025-12-04 00:00:00,"Domestic Violence reported at HSR Layout Beat, Bengaluru Urban","phishing URL SMS, modified vehicle plates",open,critical,47,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,c0494c63-45a0-4d33-9726-f66a6c13b3c7,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-108,7da8b3f7-e772-4580-b901-3beb7e65454c,03b9d756-8425-4ffb-b5a2-04eb70a3d54d,2024-11-26 16:30:00,2024-11-26 19:40:00,"Cyber Crime & Online Fraud reported at Channapatna Bus Stand, Ramanagara","night riverbed extraction, forged transit permit, heavy excavator used",open,medium,22,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,c1ba78d0-13da-475b-809b-574932e46ee4,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-BLG-001,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,6df48abb-bec2-46fd-b5f2-fedb99cfbb11,2026-08-19 20:20:00,2026-08-19 21:40:00,"Smuggling & Excise Violations reported at Khade Bazar Checkpoint, Belagavi",forged inter-state clearance slips,open,low,40,31d37711-b1aa-44be-b8fd-c1a4355577d9,demo,,,,c334a8a4-988d-4354-9c14-39c5ea7a4c54,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-068,53249216-9af1-450e-b498-547d83a6ba26,1886a491-3bc5-4de7-aeb6-2350e5a560d0,2024-07-31 16:10:00,2024-07-31 19:45:00,"Assault reported at Hospet Town Center, Vijayanagara","distillery raid, illicit arrac transport, unbranded glass bottles",open,critical,19,219a87ba-850b-48e5-8a33-2151a3337db0,demo,,,,c3db2e8e-6b48-4373-94b4-9860bc7d63c1,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-CTD-002,e8dd85a6-421f-452c-811a-c3bed4e9a18b,8cc97cfd-82fe-492f-b5e9-b66d17ce4a58,2026-08-02 00:55:00,2026-08-02 05:35:00,"Theft & Burglaries reported at Hiriyur Junction, Chitradurga","warehouse break-in, power tools stolen",open,medium,15,cf8c9086-2c1f-460b-86ae-70194c545cf9,demo,,,,c40d8cdf-0193-40f6-8098-3d23b6e3503b,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-271,e8dd85a6-421f-452c-811a-c3bed4e9a18b,03fdd948-c6fe-4bcb-9aba-ce5ba867ee5c,2026-04-02 21:20:00,2026-04-02 22:40:00,"Theft & Burglaries reported at Gangavathi Road, Koppal",warehouse hideout used,open,medium,33,f477b6e3-1f4a-46d7-a02e-bb78a32dd82b,demo,,,,c45182a5-de5f-4cf1-9018-fa511d65b60a,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-064,537eee7f-7c4d-415e-b9be-792c02658f23,ee3d6a63-af53-4c1c-b088-c69307792f39,2024-07-19 10:50:00,2024-07-19 14:30:00,"Property Disputes reported at Gulbarga University Road, Kalaburagi","forest boundary timber smuggling, midnight log transport",unsolved,low,61,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,c475976f-48a1-4081-850f-db10550d77fa,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-312,1b770b27-4234-44c6-836f-811c4b1b0dca,3388760d-ac61-45c4-bb24-2bca38f6d13e,2026-08-04 23:30:00,2026-08-05 03:25:00,"Illegal Mining Violations reported at Arsikere Town Road, Hassan","electronic surveillance evasion, darknet forum coordination",investigating,critical,46,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,demo,,,,c4cc3101-4ba9-4e5a-80be-885e3af6992e,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-263,b832740f-0285-496a-8ae7-c0ba3fce708b,8ca968cd-085f-4ed9-a02e-90b26d1f329a,2026-03-09 22:50:00,2026-03-10 02:45:00,"Narcotics Smuggling Services reported at Hubli Traffic Island, Dharwad","electronic surveillance evasion, vehicle reconnaissance",closed,critical,100,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,demo,,,,c54ec6ca-5ae3-420b-ba5e-9d53bdcb87e0,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-CTD-001,1b770b27-4234-44c6-836f-811c4b1b0dca,eadefec7-c66a-4a79-a719-3e5c4741de09,2026-08-11 00:35:00,2026-08-11 04:40:00,"Illegal Mining Violations reported at Chitradurga Fort Area, Chitradurga",illegal iron ore extraction near highway,investigating,high,45,cf8c9086-2c1f-460b-86ae-70194c545cf9,demo,,,,c56d7133-f6ff-4ab2-95ba-f7f03611bb39,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-173,537eee7f-7c4d-415e-b9be-792c02658f23,0981e5d1-2018-463a-8b8a-1e5fdcf2506b,2025-06-11 16:00:00,2025-06-11 17:25:00,"Property Disputes reported at Tumkuru Industrial Road, Tumkuru","scooter reconnaissance, crowbar entry, night operation, cash targeting",open,high,22,32ef8189-db8a-47c3-b687-3bf34a097b2b,demo,,,,c903f87d-df4a-449f-aeb0-0ae073728cd4,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-057,7da8b3f7-e772-4580-b901-3beb7e65454c,97c577f1-e34f-4af8-8d26-4aa6cef67b53,2024-06-28 15:55:00,2024-06-28 20:25:00,"Cyber Crime & Online Fraud reported at Udupi Krishna Math Road, Udupi","forest boundary timber smuggling, midnight log transport",unsolved,medium,33,59c075bd-c5d7-48bc-b115-91f5b0d2cf7b,demo,,,,c9465472-2a6a-4245-b855-a987c10bd2e7,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-168,e8dd85a6-421f-452c-811a-c3bed4e9a18b,39c5202a-873d-4ce4-b993-90e8e720913a,2025-05-29 02:10:00,2025-05-29 05:25:00,"Theft & Burglaries reported at Jayanagar 4th Block, Bengaluru Urban","forest boundary timber smuggling, midnight log transport",open,high,25,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,ca3276e6-d405-41cc-ab0b-327ec78e7909,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-011,537eee7f-7c4d-415e-b9be-792c02658f23,dad870c6-c84b-4236-96b9-96b945aef839,2024-02-09 18:20:00,2024-02-09 19:55:00,"Property Disputes reported at Yellapur Junction, Uttara Kannada","cash-only transactions, vehicle reconnaissance, electronic surveillance evasion",investigating,high,40,8e38105b-15a3-48cb-8fe4-88a34542ccfa,demo,,,,ca85f5aa-73aa-430a-a4cb-320008b8004e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-183,1b770b27-4234-44c6-836f-811c4b1b0dca,58514cca-e5de-4726-8e67-d0daff330f62,2025-07-09 03:50:00,2025-07-09 07:20:00,"Illegal Mining Violations reported at Chikkamagaluru Town, Chikkamagaluru","vehicle reconnaissance, crowbar lock bypass, warehouse hideout used",appealed,high,70,ca5236a4-32f9-4a78-8e38-29bb36d03874,demo,,,,cb1f620f-34a4-41d4-a758-363ea5aca88d,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-081,1b770b27-4234-44c6-836f-811c4b1b0dca,5198ddb4-ccc1-4850-87eb-9de79acea356,2024-09-09 01:10:00,2024-09-09 05:00:00,"Illegal Mining Violations reported at Indi Town Center, Vijayapura","night riverbed extraction, forged transit permit, heavy excavator used",unsolved,high,22,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,demo,,,,cb525e2b-3ef9-4dc4-876f-271b395f55cf,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-BDR-001,b832740f-0285-496a-8ae7-c0ba3fce708b,79a998be-1c0c-4399-9e2d-af98b8223fd6,2026-08-17 22:50:00,2026-08-18 02:45:00,"Narcotics Smuggling Services reported at Bidar Fort Road, Bidar",synthetic drug manufacturing unit raided,open,critical,20,2fd383db-cd0b-4cca-9161-74533c0a3647,demo,,,,cc2bc4d0-234b-4b1a-94ea-470c86175eff,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-KPL-001,7da8b3f7-e772-4580-b901-3beb7e65454c,e781c2c2-bc8a-4871-883d-091dc864adb0,2026-08-20 11:35:00,2026-08-20 16:20:00,"Cyber Crime & Online Fraud reported at Koppal Town Center, Koppal",UPI payment fraud via fake QR code,open,high,10,f477b6e3-1f4a-46d7-a02e-bb78a32dd82b,demo,,,,cc8dbbbd-3e61-426f-98e9-0efcfc7af91e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-204,7da8b3f7-e772-4580-b901-3beb7e65454c,8534693e-6e1d-4a29-aeae-e35baf000f0a,2025-09-14 17:50:00,2025-09-14 21:10:00,"Cyber Crime & Online Fraud reported at Bagalkote Main Road, Bagalkote",coordinated group activity,unsolved,critical,16,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,demo,,,,cd756be4-72e1-4be4-a5fe-6711f5290942,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-131,019ae936-623e-4279-8981-d5b369e400f3,d9061461-6426-4fd4-861a-d5528957c9c3,2025-02-06 21:10:00,2025-02-07 00:45:00,"Domestic Violence reported at Vijayapura Fort Area, Vijayapura","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",open,high,27,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,demo,,,,cd7d7548-f9bf-4a30-b08b-1578429670a8,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-156,53249216-9af1-450e-b498-547d83a6ba26,1886a491-3bc5-4de7-aeb6-2350e5a560d0,2025-04-20 14:00:00,2025-04-20 15:30:00,"Assault reported at Hospet Town Center, Vijayanagara","forest boundary timber smuggling, midnight log transport",open,critical,8,219a87ba-850b-48e5-8a33-2151a3337db0,demo,,,,cda5a07d-ebce-4a1b-b34f-953f3ad668db,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-207,b832740f-0285-496a-8ae7-c0ba3fce708b,4e91e45a-2b03-406d-808b-cf92fa79f91d,2025-09-23 00:00:00,2025-09-23 01:15:00,"Narcotics Smuggling Services reported at Bangarapet Station Road, Kolar","highway cargo truck hijacking, driver assault, remote warehouse offload",open,high,38,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,ce291f42-fa02-45ef-842d-04310d74a733,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-UDP-002,7da8b3f7-e772-4580-b901-3beb7e65454c,d89164ee-fc7d-4a4c-b073-b925c429bd2c,2026-08-18 10:45:00,2026-08-18 13:25:00,"Cyber Crime & Online Fraud reported at Kapu Beach Junction, Udupi",fake fishing license portal scam,open,medium,15,59c075bd-c5d7-48bc-b115-91f5b0d2cf7b,demo,,,,cf421489-fd55-4775-8121-1cc633022c2c,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-TMK-001,53249216-9af1-450e-b498-547d83a6ba26,0981e5d1-2018-463a-8b8a-1e5fdcf2506b,2026-07-29 21:15:00,2026-07-30 01:30:00,"Assault reported at Tumkuru Industrial Road, Tumkuru",industrial road altercation,closed,medium,100,32ef8189-db8a-47c3-b687-3bf34a097b2b,demo,,,,d1871ab1-15ba-4407-84cc-93fee2c7c555,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-150,53249216-9af1-450e-b498-547d83a6ba26,60a1ce7d-e7ff-4d1b-8b91-39b289f3bfa9,2025-04-05 13:55:00,2025-04-05 18:25:00,"Assault reported at Shimoga City Center, Shimoga","land document forgery, witness intimidation, fake power of attorney",appealed,critical,71,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,demo,,,,d1889cad-710d-43df-a3b2-12ca8952bbbb,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-018,537eee7f-7c4d-415e-b9be-792c02658f23,304c385e-8058-4cac-afa7-ad6cf9798c15,2024-03-01 21:55:00,2024-03-02 02:50:00,"Property Disputes reported at Chikkaballapura Town, Chikkaballapura","highway cargo truck hijacking, driver assault, remote warehouse offload",unsolved,high,62,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,d2707903-2037-4788-9db7-292b24c1a317,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-151,537eee7f-7c4d-415e-b9be-792c02658f23,9fcb383c-3e94-43ff-a9da-349c924f7167,2025-04-08 16:30:00,2025-04-08 20:25:00,"Property Disputes reported at Bellary-Hospet Road, Vijayanagara","fake identity documents, [ANOMALY_FLAGGED: unexpected high-severity off-hour spike]",appealed,critical,54,219a87ba-850b-48e5-8a33-2151a3337db0,demo,,,,d3c30489-7451-4036-b0c8-220e5ebb31e4,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-085,b832740f-0285-496a-8ae7-c0ba3fce708b,3d6a60ba-8f85-4f78-8477-37b0aca20425,2024-09-21 20:40:00,2024-09-21 22:20:00,"Narcotics Smuggling Services reported at Jamakhandi Station Road, Bagalkote","fake customer care portal, OTP interception, remote access app",closed,high,100,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,demo,,,,d45fc58a-68e0-4aae-8196-e290b45f4495,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-101,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,8fed2fe8-53a5-43e6-a4f8-64dc40e0e239,2024-11-05 21:25:00,2024-11-05 23:45:00,"Smuggling & Excise Violations reported at Gadag Town Center, Gadag","modified vehicle plates, vehicle reconnaissance, [ANOMALY_FLAGGED: unexpected high-severity off-hour spike]",appealed,critical,76,b19d0b00-458c-4d08-b530-342a4d4f368b,demo,,,,d48854cb-ed01-4856-a50e-229ec5ed648c,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-252,e8dd85a6-421f-452c-811a-c3bed4e9a18b,5198ddb4-ccc1-4850-87eb-9de79acea356,2026-02-04 03:50:00,2026-02-04 07:10:00,"Theft & Burglaries reported at Indi Town Center, Vijayapura","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",open,low,42,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,demo,,,,d4f49f4d-d42a-4772-a24a-1970dfa67542,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-MNG-003,7da8b3f7-e772-4580-b901-3beb7e65454c,f07ae8af-ace2-4c71-a2dc-af921c23b8c5,2026-08-21 10:00:00,2026-08-21 11:00:00,"Cyber Crime & Online Fraud reported at Surathkal Beach Road, Dakshina Kannada",hawala money transfer via crypto,open,critical,20,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,d5a23002-b93b-42db-b0f6-ac4d44e147f8,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-295,537eee7f-7c4d-415e-b9be-792c02658f23,ee3d6a63-af53-4c1c-b088-c69307792f39,2026-06-14 08:50:00,2026-06-14 12:40:00,"Property Disputes reported at Gulbarga University Road, Kalaburagi","land document forgery, witness intimidation, fake power of attorney",investigating,high,70,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,d5a5ea16-cede-4fbc-b423-2f09e43f96a1,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-083,7da8b3f7-e772-4580-b901-3beb7e65454c,dc4b7077-3bfc-44e2-91fc-ac9c2ed3bf06,2024-09-12 11:20:00,2024-09-12 12:55:00,"Cyber Crime & Online Fraud reported at Ranebennur Cross, Haveri","temple crowd chain snatching, getaway bike, gold targeting",open,critical,48,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,demo,,,,d5e01849-f37d-489c-8bcb-7371b8449b98,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-BRL-001,e8dd85a6-421f-452c-811a-c3bed4e9a18b,25e8655a-f500-4610-ba59-751d5d20a246,2026-08-12 22:00:00,2026-08-12 23:25:00,"Theft & Burglaries reported at Devanahalli Checkpost, Bengaluru Rural","farm equipment theft, GPS trackers removed",open,medium,30,f4d572c8-e03b-4fe6-ac9e-c227c2dd9d4c,demo,,,,d6107abd-e01e-4b47-9fd3-63f2afadb3ff,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-175,019ae936-623e-4279-8981-d5b369e400f3,16f21049-399e-4ccc-bbb9-a42983811b9c,2025-06-18 21:30:00,2025-06-19 01:00:00,"Domestic Violence reported at Harbor Gate A, Dakshina Kannada","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",investigating,critical,52,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,d7027968-a609-4a83-88ec-71a7623afb14,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-RMN-002,53249216-9af1-450e-b498-547d83a6ba26,03b9d756-8425-4ffb-b5a2-04eb70a3d54d,2026-07-31 09:15:00,2026-07-31 13:25:00,"Assault reported at Channapatna Bus Stand, Ramanagara","political rally violence, multiple injuries",closed,high,100,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,d753dca9-1fd0-496d-8982-e6848a861821,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-256,53249216-9af1-450e-b498-547d83a6ba26,0981e5d1-2018-463a-8b8a-1e5fdcf2506b,2026-02-17 10:40:00,2026-02-17 12:10:00,"Assault reported at Tumkuru Industrial Road, Tumkuru","highway cargo truck hijacking, driver assault, remote warehouse offload",open,low,30,32ef8189-db8a-47c3-b687-3bf34a097b2b,demo,,,,d86624fb-5a6f-42df-aedf-dfd931c3218b,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-202,019ae936-623e-4279-8981-d5b369e400f3,9f99dfc3-9d40-4c97-832b-59260dfdad8a,2025-09-04 20:25:00,2025-09-04 22:25:00,"Domestic Violence reported at Mandya Town Center, Mandya","land document forgery, witness intimidation, fake power of attorney",open,medium,26,f36f5a0e-c026-4c91-9ec4-02b25920283e,demo,,,,d886f95c-3c74-4622-98bb-494d34eea3e6,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-285,b832740f-0285-496a-8ae7-c0ba3fce708b,ee3d6a63-af53-4c1c-b088-c69307792f39,2026-05-11 00:00:00,2026-05-11 01:25:00,"Narcotics Smuggling Services reported at Gulbarga University Road, Kalaburagi","land document forgery, witness intimidation, fake power of attorney",unsolved,high,56,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,da58ba3a-f8e1-4bc2-bf42-84546fad927c,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-055,e8dd85a6-421f-452c-811a-c3bed4e9a18b,e1cb5409-f69e-45e2-b587-aed5764741bd,2024-06-21 22:00:00,2024-06-21 23:25:00,"Theft & Burglaries reported at Ballari Mines Sector B, Ballari","warehouse hideout used, darknet forum coordination, modified vehicle plates",investigating,critical,69,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,demo,,,,dafd2917-c168-465f-9e36-2b8bc9a12490,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-102,537eee7f-7c4d-415e-b9be-792c02658f23,8534693e-6e1d-4a29-aeae-e35baf000f0a,2024-11-09 13:05:00,2024-11-09 15:45:00,"Property Disputes reported at Bagalkote Main Road, Bagalkote","crowbar lock bypass, cash-only transactions, modified vehicle plates",open,medium,43,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,demo,,,,db0fb348-80cd-4574-bf14-d82ad5f1ab23,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-062,53249216-9af1-450e-b498-547d83a6ba26,10bd2f3d-caec-4202-8ed8-5efd2c067854,2024-07-14 11:05:00,2024-07-14 13:55:00,"Assault reported at Kolar Gold Fields Road, Kolar","scooter reconnaissance, crowbar entry, night operation, cash targeting",investigating,medium,59,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,db622ba3-91af-435c-bf1a-36161400ede6,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-192,e8dd85a6-421f-452c-811a-c3bed4e9a18b,5198ddb4-ccc1-4850-87eb-9de79acea356,2025-08-08 03:20:00,2025-08-08 05:10:00,"Theft & Burglaries reported at Indi Town Center, Vijayapura","warehouse hideout used, coordinated group activity",closed,low,100,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,demo,,,,dc35f15f-5d13-4fe4-9382-03d6de3bd6d0,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-065,e8dd85a6-421f-452c-811a-c3bed4e9a18b,304c385e-8058-4cac-afa7-ad6cf9798c15,2024-07-22 03:25:00,2024-07-22 05:50:00,"Theft & Burglaries reported at Chikkaballapura Town, Chikkaballapura","fake customer care portal, OTP interception, remote access app",open,high,31,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,dc99d38b-165f-4f48-bf0c-54001a9c5993,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-046,019ae936-623e-4279-8981-d5b369e400f3,9886a1e3-8a71-4d49-aad5-bbfe6e8c7a98,2024-05-25 19:00:00,2024-05-25 20:05:00,"Domestic Violence reported at Haveri Bus Stand Area, Haveri","scooter reconnaissance, crowbar entry, night operation, cash targeting",open,high,29,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,demo,,,,dcac688f-9d4c-4f2d-b9ef-525c65c5b504,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-191,537eee7f-7c4d-415e-b9be-792c02658f23,aee07501-43c6-40b9-8cad-266365912cc2,2025-08-05 08:50:00,2025-08-05 12:40:00,"Property Disputes reported at Chamarajanagar Town, Chamarajanagar",coordinated group activity,open,medium,17,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,demo,,,,dd764888-d847-423f-bc86-9b2f19acb75b,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-BRL-002,1b770b27-4234-44c6-836f-811c4b1b0dca,277b9f6d-cf59-4273-9358-a66c894a8f65,2026-08-16 23:30:00,2026-08-17 02:30:00,"Illegal Mining Violations reported at Hoskote Junction, Bengaluru Rural",illegal granite quarry expansion,open,high,25,f4d572c8-e03b-4fe6-ac9e-c227c2dd9d4c,demo,,,,de24f080-9816-4242-b058-caf5d20b7385,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-049,7da8b3f7-e772-4580-b901-3beb7e65454c,3d6a60ba-8f85-4f78-8477-37b0aca20425,2024-06-02 13:45:00,2024-06-02 16:00:00,"Cyber Crime & Online Fraud reported at Jamakhandi Station Road, Bagalkote","fake customer care portal, OTP interception, remote access app",appealed,high,27,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,demo,,,,df703ad9-2e0f-4a0a-bd22-877a3e84e0ed,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-241,1b770b27-4234-44c6-836f-811c4b1b0dca,8ceccb58-8b23-43f4-8675-a91354ac86bf,2025-12-30 04:55:00,2025-12-30 09:20:00,"Illegal Mining Violations reported at Kadur Junction, Chikkamagaluru","forest boundary timber smuggling, midnight log transport",open,high,13,ca5236a4-32f9-4a78-8e38-29bb36d03874,demo,,,,e1bcdee5-3a8f-4a70-af2e-c748d12e43ca,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-178,537eee7f-7c4d-415e-b9be-792c02658f23,03b9d756-8425-4ffb-b5a2-04eb70a3d54d,2025-06-24 17:45:00,2025-06-24 19:50:00,"Property Disputes reported at Channapatna Bus Stand, Ramanagara",cash-only transactions,open,low,26,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,e24de8f5-ac73-474c-be96-1e8a77f2bcff,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-155,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,58514cca-e5de-4726-8e67-d0daff330f62,2025-04-18 01:25:00,2025-04-18 04:00:00,"Smuggling & Excise Violations reported at Chikkamagaluru Town, Chikkamagaluru","warehouse hideout used, coordinated group activity",closed,critical,100,ca5236a4-32f9-4a78-8e38-29bb36d03874,demo,,,,e332ed8e-85d3-414d-b933-b1a131bf5795,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-004,e8dd85a6-421f-452c-811a-c3bed4e9a18b,a78860ab-f799-443b-8a88-1698ef2a4c5c,2024-01-20 02:10:00,2024-01-20 05:25:00,"Theft & Burglaries reported at Gundlupet Junction, Chamarajanagar","highway cargo truck hijacking, driver assault, remote warehouse offload",unsolved,medium,87,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,demo,,,,e3d492ee-6687-4dec-bbca-1be827fd4615,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-MYS-005,53249216-9af1-450e-b498-547d83a6ba26,f08b6675-bdea-4824-ab7b-02bc87e80982,2026-07-28 16:00:00,2026-07-28 17:25:00,"Assault reported at Devaraja Market Zone, Mysuru","market dispute turned violent, knife recovered",closed,medium,100,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,e3f0c70e-ea9a-43ee-b8aa-0f739bd7be7a,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-005,53249216-9af1-450e-b498-547d83a6ba26,1b75697a-1226-432a-aaff-763cc0bee9d2,2024-01-26 16:50:00,2024-01-26 20:05:00,"Assault reported at Madikeri Town Center, Kodagu","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",closed,medium,100,e44eac9d-cdbe-4431-b175-c6dd48feca28,demo,,,,e517a6e3-c8e1-48c0-b40e-4a26a41501de,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-194,53249216-9af1-450e-b498-547d83a6ba26,e781c2c2-bc8a-4871-883d-091dc864adb0,2025-08-14 09:05:00,2025-08-14 11:05:00,"Assault reported at Koppal Town Center, Koppal","fake identity documents, modified vehicle plates, crowbar lock bypass",appealed,high,38,f477b6e3-1f4a-46d7-a02e-bb78a32dd82b,demo,,,,e56cf4b7-4325-45d9-87b4-a66724921457,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-213,e8dd85a6-421f-452c-811a-c3bed4e9a18b,7eb21de1-5854-4fe8-aa0b-1ec6865450bd,2025-10-10 21:15:00,2025-10-11 02:00:00,"Theft & Burglaries reported at Vani Vilas Mohalla, Mysuru","warehouse hideout used, coordinated group activity",closed,high,100,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,e5b20dbe-cc36-4197-af86-23ca596500cb,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-217,019ae936-623e-4279-8981-d5b369e400f3,a4bedd52-a3dc-4a90-8569-dca5662935e5,2025-10-19 18:00:00,2025-10-19 19:15:00,"Domestic Violence reported at Chowk Survey Layout, Kalaburagi",electronic surveillance evasion,open,low,27,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,e61d0115-0d9c-4136-b020-65a6801fc866,2026-08-29 12:45:08,2026-08-29 12:45:08
